virus.names,proteins,genome.size,genome.type,vector.borne,zoonotic,Nucleotide.records,Nucleotide.records.log,PHB.max,PHB.mean,PHB.median,PubMed.records.log,SRA.records.log
Suid betaherpesvirus 2,80,0.128367,dsDNA,No,Not zoonotic,58,1.76342799356294,0,0,0,0,0
Suid gammaherpesvirus 3,NA,NA,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.477121254719662,0
Suid gammaherpesvirus 4,NA,NA,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0.477121254719662,0
Suid gammaherpesvirus 5,NA,NA,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Swan circovirus,2,0.001783,ssDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Swinepox virus,150,0.146454,dsDNA,Yes,Not zoonotic,170,2.23044892137827,0,0,0,1.84509804001426,0
Taterapox virus,225,0.19805,dsDNA,No,Not zoonotic,11,1.04139268515823,0,0,0,0.845098040014257,0
Thetapapillomavirus 1,6,0.007304,dsDNA,No,Not zoonotic,13,1.11394335230684,0,0,0,6.83769800802011,0
Thrush coronavirus HKU12,9,0.026396,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.602059991327962,0
Timboteua orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,0,-Inf,0,0,0,2.58883172559421,0
Topografov hantavirus,NA,NA,(-) ssRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.845098040014257,0
Torque teno douroucouli virus,3,0.003718,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.477121254719662,0
Torque teno felis virus,NA,NA,ssDNA,No,Not zoonotic,9,0.954242509439325,0,0,0,0.477121254719662,0
Torque teno felis virus 2,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 1,4,0.003245,ssDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0,0
Torque teno midi virus 10,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 11,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 12,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 13,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 14,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 15,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 2,4,0.003253,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Torque teno midi virus 3,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 4,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 5,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 6,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 7,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 8,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno midi virus 9,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno mini virus 1,3,0.002856,ssDNA,No,Not zoonotic,11,1.04139268515823,0,0,0,0,0
Torque teno mini virus 10,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno mini virus 11,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno mini virus 12,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno mini virus 2,3,0.002765,ssDNA,No,Not zoonotic,25,1.39794000867204,0,0,0,0,0
Torque teno mini virus 3,3,0.002897,ssDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0,0
Torque teno mini virus 4,2,0.002785,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno mini virus 5,3,0.002908,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno mini virus 6,3,0.002897,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno mini virus 7,2,0.002952,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno mini virus 8,2,0.00291,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno mini virus 9,3,0.002915,ssDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0,0
Torque teno sus virus k2a,3,0.002735,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.477121254719662,0
Torque teno tamarin virus,4,0.003371,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.477121254719662,0
Torque teno tupaia virus,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 1,3,0.003852,ssDNA,No,Not zoonotic,30,1.47712125471966,0,0,0,0.698970004336019,0
Torque teno virus 10,4,0.00377,ssDNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0.301029995663981,0
Torque teno virus 11,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Torque teno virus 12,4,0.003759,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno virus 13,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 14,2,0.003899,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno virus 15,2,0.003787,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Torque teno virus 16,2,0.003818,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno virus 17,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 18,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Torque teno virus 19,2,0.003808,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno virus 2,2,0.003322,ssDNA,No,Not zoonotic,50,1.69897000433602,0,0,0,0.477121254719662,0
Torque teno virus 20,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 21,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Torque teno virus 22,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 23,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 24,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,1.85125834871908,0
Torque teno virus 25,3,0.003763,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno virus 26,3,0.003798,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Torque teno virus 27,4,0.003729,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,1.74036268949424,0
Torque teno virus 28,4,0.003629,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,1.77085201164214,0
Torque teno virus 29,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 3,6,0.003748,ssDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Torque teno virus 4,2,0.00369,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Torque teno virus 5,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno virus 6,4,0.003705,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Torque teno virus 7,3,0.003736,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Torque teno virus 8,4,0.00379,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Torque teno virus 9,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Torque teno zalophus virus 1,3,0.00214,ssDNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0,0
Trager duck spleen necrosis virus,NA,NA,ssRNA-RT,No,Not zoonotic,0,-Inf,0,0,0,0.301029995663981,0
Tree shrew mastadenovirus A,36,0.033501,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0,0
Tupaia tupavirus,7,0.01144,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Tupaiid betaherpesvirus 1,158,0.195859,dsDNA,No,Not zoonotic,17,1.23044892137827,0,0,0,0,0
Turkey aviadenovirus B,37,0.045413,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Turkeypox virus,171,0.188534,dsDNA,No,Not zoonotic,7,0.845098040014257,0,0,0,0.845098040014257,0.301029995663981
Tylonycteris bat coronavirus HKU4,9,0.030286,(+) ssRNA,No,Not zoonotic,54,1.73239375982297,0,0,0,0.778151250383644,0
Umatilla virus,10,0.019402,dsRNA,Yes,Not zoonotic,38,1.57978359661681,0,0,0,0.602059991327962,0
Ungulate bocaparvovirus 2,4,0.005153,ssDNA,No,Not zoonotic,85,1.92941892571429,0,0,0,0.602059991327962,0
Ungulate bocaparvovirus 3,NA,NA,ssDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.477121254719662,0
Ungulate bocaparvovirus 4,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0.602059991327962,0
Ungulate bocaparvovirus 5,4,0.0052275,ssDNA,No,Not zoonotic,219,2.34044411484012,0,0,0,0.477121254719662,0
Ungulate copiparvovirus 1,2,0.00561,ssDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.301029995663981,0
Ungulate erythroparvovirus 1,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Ungulate protoparvovirus,NA,NA,ssDNA,No,Not zoonotic,0,-Inf,0,0,0,0.845098040014257,0
Ungulate tetraparvovirus 3,NA,NA,ssDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.477121254719662,0
Ungulate tetraparvovirus 4,NA,NA,ssDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Upsilonpapillomavirus 3,NA,NA,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
UR2 sarcoma virus,2,0.003166,ssRNA-RT,No,Not zoonotic,2,0.301029995663981,0,0,0,0.954242509439325,0
Variola virus,197,0.185578,dsDNA,No,Not zoonotic,399,2.60097289568675,0,0,0,2.77887447200274,0.301029995663981
Viper retrovirus,NA,NA,ssRNA-RT,No,Not zoonotic,0,-Inf,0,0,0,0.477121254719662,0
Walleye dermal sarcoma virus,6,0.012708,ssRNA-RT,No,Not zoonotic,44,1.64345267648619,0,0,0,1.5910646070265,0
Walleye epidermal hyperplasia virus 1,NA,NA,ssRNA-RT,No,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Walleye epidermal hyperplasia virus 2,NA,NA,ssRNA-RT,No,Not zoonotic,3,0.477121254719662,0,0,0,0,0
West Caucasian bat lyssavirus,5,0.012278,(-) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
White bream virus,5,0.02666,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.845098040014257,0
Woodchuck hepatitis virus,4,0.003323,dsDNA-RT,No,Not zoonotic,182,2.26007138798507,0,0,0,2.80071707828239,0
Y73 sarcoma virus,1,0.005188,ssRNA-RT,No,Not zoonotic,3,0.477121254719662,0,0,0,0.602059991327962,0
Yellowtail ascites virus,3,0.005711,dsRNA,No,Not zoonotic,48,1.68124123737559,0,0,0,0.778151250383644,0
Zetapapillomavirus 1,7,0.00761,dsDNA,No,Not zoonotic,13,1.11394335230684,0,0,0,0.301029995663981,0
